cohort	pair_population	benchmark	pregrouper	scope	requested_scope	resolved_scope	contrast	requested_contrast	resolved_source_contrast	resolved_target_contrast	readout_contrast	availability_status	unavailable_reason	api_infinity_policy	aggregation	model_s	model_t	metric	statistic	n_observations	expected_observations	observation_coverage	n_prompts	expected_prompts	prompt_coverage	f_point	f_lo	f_hi
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r	1000	1000	1.0	1000	1000	1.0	0.6788162351894875	0.6409918277639767	0.7171694548123007
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	1000	1000	1.0	1000	1000	1.0	0.46079148115682966	0.4108705415308848	0.5143320295639918
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	spearman	1000	1000	1.0	1000	1000	1.0	0.6169003369003369	0.5733413869922809	0.6540367577686029
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	1000	1000	1.0	1000	1000	1.0	0.601548623725503	0.5544316376252298	0.644619987362428
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	1000	1000	1.0	1000	1000	1.0	0.3618607467060468	0.3073944489170981	0.41553493234939753
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred	spearman	922	1000	0.922	922	1000	0.922	0.5374330912592278	0.4857626564499239	0.5824449102830793
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred	pearson_r	922	1000	0.922	922	1000	0.922	0.5168426665489405	0.463690339082437	0.5643821170145629
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	922	1000	0.922	922	1000	0.922	0.2671263419654193	0.21500875966841249	0.31852717422667803
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred	spearman	683	1000	0.683	683	1000	0.683	0.4582519751865299	0.4021477994769534	0.5146481997297384
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred	pearson_r	683	1000	0.683	683	1000	0.683	0.3999927361603318	0.3363729523710737	0.4642645225579254
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	683	1000	0.683	683	1000	0.683	0.15999418898102882	0.11314676313946075	0.2155415491787455
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	352	1000	0.352	352	1000	0.352	0.31194418304044363	0.2140208157890309	0.405086403454661
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r	352	1000	0.352	352	1000	0.352	0.2774810639115692	0.18461299211771504	0.36651550154171786
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	352	1000	0.352	352	1000	0.352	0.07699574082949634	0.03408195716614145	0.13433361413852835
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred	spearman	492	1000	0.492	492	1000	0.492	0.364635636390206	0.2822599502062198	0.44238894652750127
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred	pearson_r	492	1000	0.492	492	1000	0.492	0.3484118789455687	0.26526756530719287	0.42420803436118754
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred	pearson_r2	492	1000	0.492	492	1000	0.492	0.1213908373903816	0.070366947276974	0.17995249443806738
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred	spearman	330	1000	0.33	330	1000	0.33	0.14631656188511624	0.030266406695355345	0.25978427353070066
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred	pearson_r	330	1000	0.33	330	1000	0.33	0.14608551167754882	0.03970294664436255	0.25729966496343654
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred	pearson_r2	330	1000	0.33	330	1000	0.33	0.021340976722091252	0.0015763247514259766	0.06620318916214737
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	442	1000	0.442	442	1000	0.442	0.32540253468986136	0.23556546847934925	0.41585673579123583
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r	442	1000	0.442	442	1000	0.442	0.3311351916121081	0.22147680299651648	0.4306011026844891
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	442	1000	0.442	442	1000	0.442	0.10965051512398753	0.04905283896478941	0.18541731123557614
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	spearman	1000	1000	1.0	1000	1000	1.0	0.7155668115668116	0.681836340233971	0.7466187405466505
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r	1000	1000	1.0	1000	1000	1.0	0.6855423721409918	0.652460416552862	0.720341061370116
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred	pearson_r2	1000	1000	1.0	1000	1000	1.0	0.4699683440006981	0.42570459516843134	0.5188912458679059
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	spearman	1000	1000	1.0	1000	1000	1.0	0.6663194823194823	0.626614464773738	0.7018465993846185
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	1000	1000	1.0	1000	1000	1.0	0.658486512480659	0.6191506903333379	0.6948058177474637
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	1000	1000	1.0	1000	1000	1.0	0.4336044871189411	0.38334757953735216	0.48275512452509245
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	spearman	922	1000	0.922	922	1000	0.922	0.6167238513345615	0.5753554029241665	0.6562394358782417
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	pearson_r	922	1000	0.922	922	1000	0.922	0.6171332683686059	0.5772256369629646	0.6555187728804168
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	922	1000	0.922	922	1000	0.922	0.3808534709273178	0.33318946300810826	0.42970488004135265
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	spearman	683	1000	0.683	683	1000	0.683	0.5220534785738815	0.4627990023422596	0.5763659284310606
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	pearson_r	683	1000	0.683	683	1000	0.683	0.5255612977005688	0.466490702776962	0.5796742170989734
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	683	1000	0.683	683	1000	0.683	0.2762146776407059	0.21761357756640617	0.3360222020073257
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	352	1000	0.352	352	1000	0.352	0.41224857952779403	0.31852764108630865	0.5058962959273284
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r	352	1000	0.352	352	1000	0.352	0.4292921161981303	0.3323031293625392	0.5228982281510945
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	352	1000	0.352	352	1000	0.352	0.184291721029869	0.11042537254663654	0.27342255730166976
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	spearman	492	1000	0.492	492	1000	0.492	0.34550606354298863	0.26087966526560397	0.4253934316401793
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	pearson_r	492	1000	0.492	492	1000	0.492	0.3733490301423186	0.2866805331898087	0.4543936963499017
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred	pearson_r2	492	1000	0.492	492	1000	0.492	0.13938949830820993	0.08218577353331502	0.2064736328743652
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	spearman	330	1000	0.33	330	1000	0.33	0.1775682054013352	0.06621575999181202	0.2885312643492972
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	pearson_r	330	1000	0.33	330	1000	0.33	0.19427845988092923	0.08039818717918702	0.30344071534111017
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred	pearson_r2	330	1000	0.33	330	1000	0.33	0.03774411997370583	0.006463902895068835	0.09207626977455369
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	442	1000	0.442	442	1000	0.442	0.5106906106773322	0.4345333933133143	0.5809960123915897
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r	442	1000	0.442	442	1000	0.442	0.4856959924407831	0.40958472997744	0.5503827411095005
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	442	1000	0.442	442	1000	0.442	0.23590059707303723	0.16775967119548968	0.30292116264677305
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	spearman	1000	1000	1.0	1000	1000	1.0	0.7518996678996679	0.7190246774161024	0.7785509002521258
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r	1000	1000	1.0	1000	1000	1.0	0.7440772682112021	0.7066426364734383	0.777348837438893
paper	open_open	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred	pearson_r2	1000	1000	1.0	1000	1000	1.0	0.5536509810686452	0.49934381662090715	0.6042712158461624
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	spearman	922	1000	0.922	922	1000	0.922	0.6695215059517221	0.6312072517939726	0.7061602919972169
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	pearson_r	922	1000	0.922	922	1000	0.922	0.6640010545317285	0.6241162920832702	0.7025379860662807
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	922	1000	0.922	922	1000	0.922	0.4408974004192475	0.38952115124878717	0.49355963021395843
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	spearman	683	1000	0.683	683	1000	0.683	0.5970843764892069	0.5466653830439084	0.6452260316931685
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	pearson_r	683	1000	0.683	683	1000	0.683	0.5788109726447077	0.5234539482999488	0.6314985173731084
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	683	1000	0.683	683	1000	0.683	0.33502214205391256	0.2740040444766418	0.3987903774884886
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	352	1000	0.352	352	1000	0.352	0.49772488508868745	0.41307439470472207	0.5669761180656442
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r	352	1000	0.352	352	1000	0.352	0.4849188282255272	0.4071210470386499	0.5509354115153193
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r2	352	1000	0.352	352	1000	0.352	0.23514626996761834	0.16574754947467235	0.3035300029673176
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	spearman	492	1000	0.492	492	1000	0.492	0.5181725425443093	0.44584119849782383	0.5861801504044382
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	pearson_r	492	1000	0.492	492	1000	0.492	0.5137587416367723	0.44116728932656385	0.5807066453566251
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred	pearson_r2	492	1000	0.492	492	1000	0.492	0.2639480446081997	0.1946285775684773	0.3372202189314547
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	spearman	330	1000	0.33	330	1000	0.33	0.2954943237645558	0.1881140793339836	0.39597844084838196
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	pearson_r	330	1000	0.33	330	1000	0.33	0.3035338072588981	0.19289031037838672	0.4055544052338857
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred	pearson_r2	330	1000	0.33	330	1000	0.33	0.09213277214908192	0.037206682851869115	0.16447437614810065
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	spearman	442	1000	0.442	442	1000	0.442	0.544054607430748	0.47658208972208754	0.6117788479043823
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r	442	1000	0.442	442	1000	0.442	0.5743326550163873	0.5008625120390795	0.6484082039010963
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred	pearson_r2	442	1000	0.442	442	1000	0.442	0.32985799861817255	0.2508632559665037	0.4204332046731187
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	spearman	922	1000	0.922	922	1000	0.922	0.7749807815115461	0.74582903493026	0.8005577973515557
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	pearson_r	922	1000	0.922	922	1000	0.922	0.7646719705338458	0.7350989244945516	0.7940234919303008
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred	pearson_r2	922	1000	0.922	922	1000	0.922	0.5847232225201148	0.5403704310314061	0.6304733071749771
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	spearman	683	1000	0.683	683	1000	0.683	0.7226808630997053	0.6804669942263314	0.7567608877058801
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	pearson_r	683	1000	0.683	683	1000	0.683	0.7058091616972174	0.6636539250312454	0.744110602629347
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred	pearson_r2	683	1000	0.683	683	1000	0.683	0.4981665727357288	0.4404365328698918	0.5537005889684502
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	spearman	352	1000	0.352	352	1000	0.352	0.5898798502980171	0.5083083792722135	0.6596739377268465
paper	open_hosted	anli_r2	sentence	user	user	prompt_level_full_dialog	entailment_contradiction	entailment_contradiction	entailment_minus_contradiction	entailment_minus_contradiction	not_applicable	available		pairwise_complete	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred	pearson_r	352	1000	0.352	352	1000	0.352	0.5516801964248967	0.4740436243607665	0.6253657163062791
