benchmark	pregrouper	scope	representation	aggregation	model_s	model_t	metric	statistic	missingness_policy	expected_observations	n_observations	n_prompts	expected_prompts	prompt_coverage	observation_coverage	f_point	f_lo	f_hi
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.2600293697293621	0.24091455222280983	0.27986578643273324
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.20640747342162036	0.19075946456525278	0.2237341832613173
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.21629137233209278	0.1983703083781617	0.23627066561166296
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	4934	0.9983785974868261	0.9983785974868261	0.24487029647302588	0.2260470250114713	0.263844564655716
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	4934	0.9965545196595055	0.9965545196595055	0.2089262016693374	0.19287275116976846	0.22757824391183712
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	4934	0.8757600324280502	0.8757600324280502	0.18935158124999918	0.17360209794374107	0.20853154283193756
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	4934	0.6467369274422375	0.6467369274422375	0.18003991137235337	0.159748666021104	0.20272850568584477
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	4934	0.20693149574381842	0.20693149574381842	0.10513408613654937	0.08083261022673192	0.13609724798471548
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	4934	0.9925010133765707	0.9925010133765707	0.21233326410450068	0.1957257964628648	0.22960520637146456
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.6745632462385137	0.6595659651953422	0.6899194202325349
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.7525622885238831	0.7353707771742372	0.7673486223251169
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.7545699416938713	0.739940224849706	0.7701018376175721
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	4934	0.9983785974868261	0.9983785974868261	0.7284045479901503	0.7128191779340023	0.7428853945437864
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	4934	0.9965545196595055	0.9965545196595055	0.7264147882237296	0.709274160418541	0.7438027470533143
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	4934	0.8757600324280502	0.8757600324280502	0.7030743644475232	0.6838937737941919	0.7228191056218736
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	4934	0.6467369274422375	0.6467369274422375	0.6595917121086599	0.6331107699425165	0.683696299344071
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	4934	0.20693149574381842	0.20693149574381842	0.41615756810209836	0.3675725222693895	0.4592061620803106
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	4934	0.9925010133765707	0.9925010133765707	0.7051851371484	0.6884979679378744	0.7211404320735438
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.7131979674183933	0.6997697468030203	0.7267698346830059
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.7181401553275104	0.702701278881657	0.7333788127606027
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	4934	0.9983785974868261	0.9983785974868261	0.7833301907240838	0.7713104604807167	0.7954627810374124
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	4934	0.9965545196595055	0.9965545196595055	0.7270007433271644	0.7117506366821886	0.7411421231421599
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	4934	0.8757600324280502	0.8757600324280502	0.6580853849101558	0.6411810075149463	0.6745085672723167
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	4934	0.6467369274422375	0.6467369274422375	0.6402069431613084	0.6188032714208195	0.6597062314813981
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	4934	0.20693149574381842	0.20693149574381842	0.3904128694223903	0.3500071200591399	0.4358102060095874
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	4934	0.9925010133765707	0.9925010133765707	0.6994726497530832	0.6838215302993758	0.712281815820269
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4934	4934	4934	1.0	1.0	0.8580785362391026	0.8472459963154384	0.8682638000748842
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	4934	0.9983785974868261	0.9983785974868261	0.8054868838766437	0.7942640276921592	0.8166239014371423
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	4934	0.9965545196595055	0.9965545196595055	0.8176779875896838	0.8047699660957428	0.8301452053317985
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	4934	0.8757600324280502	0.8757600324280502	0.7938995773799643	0.7790284952325208	0.808681855184718
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	4934	0.6467369274422375	0.6467369274422375	0.768165030483607	0.7505883288186045	0.7860366141976575
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	4934	0.20693149574381842	0.20693149574381842	0.5547231367094532	0.5176896573903855	0.5992338771402279
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	4934	0.9925010133765707	0.9925010133765707	0.8036208865754458	0.7897550194382529	0.8156850983277637
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4926	4926	4934	0.9983785974868261	0.9983785974868261	0.8682352971943804	0.8604843692783551	0.8761220267435071
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4917	4917	4934	0.9965545196595055	0.9965545196595055	0.8837400041287432	0.8746505885816815	0.8930534462559636
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4321	4321	4934	0.8757600324280502	0.8757600324280502	0.8489419124485543	0.8366390330308521	0.8604526879304278
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3191	3191	4934	0.6467369274422375	0.6467369274422375	0.8567180952028571	0.8449691653999342	0.868017035922341
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	4934	0.20693149574381842	0.20693149574381842	0.6530202146464441	0.6166293114001945	0.6909771617775431
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4897	4897	4934	0.9925010133765707	0.9925010133765707	0.8438099610197439	0.8325788154110203	0.8542039730796712
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	llama3.3-70b-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4911	4911	4934	0.9953384677746251	0.9953384677746251	0.9382983958924862	0.9351892069498016	0.9415107201691706
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4316	4316	4934	0.8747466558573166	0.8747466558573166	0.8198598868697801	0.8099329466790157	0.8295184322770113
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3185	3185	4934	0.6455208755573572	0.6455208755573572	0.8172527502298608	0.8057615046444354	0.8281879366565413
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1020	1020	4934	0.20672882042967167	0.20672882042967167	0.6241114060561709	0.5923993281606192	0.659019629053673
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4889	4889	4934	0.9908796108633968	0.9908796108633968	0.8380542168975329	0.8294730422075547	0.8470294666023144
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	llama4-maverick-17b-128e-instruct	F_pred_rv	rv	pair_specific_complete_case	4934	4309	4309	4934	0.8733279286582895	0.8733279286582895	0.8493663213199882	0.8356050335936905	0.8620581158131282
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	3183	3183	4934	0.6451155249290637	0.6451155249290637	0.8455243155569591	0.8318936776531046	0.8581983192132879
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	1021	1021	4934	0.20693149574381842	0.20693149574381842	0.6127689559135646	0.5750936639656089	0.6554794534448948
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4880	4880	4934	0.9890555330360762	0.9890555330360762	0.8335943195589938	0.8210896829346046	0.8457623437119504
race	sentence	user	anchor_a	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4o	F_pred_rv	rv	pair_specific_complete_case	4934	2822	2822	4934	0.5719497365220916	0.5719497365220916	0.8197308197022078	0.8017799963923149	0.8356606992005965
race	sentence	user	anchor_a	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	973	973	4934	0.19720308066477504	0.19720308066477504	0.605303430446119	0.5619958508762923	0.6450526757107653
race	sentence	user	anchor_a	row_pooled	llama4-maverick-17b-128e-instruct	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	4288	4288	4934	0.8690717470612079	0.8690717470612079	0.7936639170480969	0.7792915962298806	0.8083453856433173
race	sentence	user	anchor_a	row_pooled	gpt-4o	gpt-4-1	F_pred_rv	rv	pair_specific_complete_case	4934	871	871	4934	0.17653019862180785	0.17653019862180785	0.7891359083964071	0.7632203723969443	0.8153253709217402
race	sentence	user	anchor_a	row_pooled	gpt-4o	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	3161	3161	4934	0.6406566680178354	0.6406566680178354	0.7849283259562675	0.7667824571866941	0.8025489800003635
race	sentence	user	anchor_a	row_pooled	gpt-4-1	gemini-2-5-flash-lite-vertex	F_pred_rv	rv	pair_specific_complete_case	4934	1005	1005	4934	0.20368869071747062	0.20368869071747062	0.5362908835078795	0.4947144853116664	0.5823738499370431
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-3b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.058644206025460985	0.05478001008758351	0.06276412957996434
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama-3.1-8b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.08628614931503996	0.08165580437066368	0.09193195450026888
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-7b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.06951533284309716	0.0652285037361717	0.07435404545686895
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.047960721996913494	0.04409807970474621	0.05202206129766025
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130273	4926	4934	0.9983785974868261	0.9964127824264583	0.06628607692684245	0.06145276009934329	0.07151861095508438
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	129763	4917	4934	0.9965545196595055	0.9925119701396644	0.0607016270536572	0.05677446662715691	0.06522192644528109
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	110004	4321	4934	0.8757600324280502	0.8413822643068027	0.03719818924412737	0.03424182923927813	0.040490975064769195
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	72614	3191	4934	0.6467369274422375	0.5553991831240153	0.04376945449778242	0.03948798671702399	0.04878590827800178
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	23340	1021	4934	0.20693149574381842	0.1785195270073886	0.03453019278505576	0.028104419164414148	0.04216115535467179
race	sentence	user	anchor_a	row_pooled	qwen2.5-0.5b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	128358	4897	4934	0.9925010133765707	0.9817656147221245	0.03597622255201452	0.03304907208766054	0.039191225468600495
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama-3.1-8b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.3495114788353392	0.3395285612417138	0.3595177720302202
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	qwen2.5-7b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.4384638621739247	0.427183791148094	0.4498027121319237
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.4060097992914103	0.3939451651315332	0.4191742336147989
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130273	4926	4934	0.9983785974868261	0.9964127824264583	0.37310245950055143	0.36255671862459987	0.38418561439611826
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	129763	4917	4934	0.9965545196595055	0.9925119701396644	0.37680217650600323	0.36537159712143424	0.3891507520681804
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	110004	4321	4934	0.8757600324280502	0.8413822643068027	0.3103672708361367	0.29741987795673946	0.32370806068694996
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	72614	3191	4934	0.6467369274422375	0.5553991831240153	0.2550279379256141	0.2416847926002082	0.2696564668928742
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	23340	1021	4934	0.20693149574381842	0.1785195270073886	0.17042776706969018	0.15050958158989047	0.19100757371865063
race	sentence	user	anchor_a	row_pooled	qwen2.5-3b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	128358	4897	4934	0.9925010133765707	0.9817656147221245	0.27371985662359827	0.2590089677250546	0.28918195501456684
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	qwen2.5-7b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.47684867021814803	0.46562400726568665	0.48820615160668773
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.4492732187367171	0.4379247372898196	0.4609734807352939
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130273	4926	4934	0.9983785974868261	0.9964127824264583	0.5579880009484462	0.548253110488486	0.5678905230328662
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	129763	4917	4934	0.9965545196595055	0.9925119701396644	0.4779902414458577	0.46734913549148216	0.48847603440800286
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	110004	4321	4934	0.8757600324280502	0.8413822643068027	0.36215076944603547	0.35101399177334536	0.374575316044464
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	72614	3191	4934	0.6467369274422375	0.5553991831240153	0.3046863689366341	0.29155902494315106	0.3172420168889437
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	23340	1021	4934	0.20693149574381842	0.1785195270073886	0.1718289259617104	0.15367082746508146	0.19062533767537537
race	sentence	user	anchor_a	row_pooled	llama-3.1-8b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	128358	4897	4934	0.9925010133765707	0.9817656147221245	0.3466042906437988	0.32974448497084485	0.3616254616292475
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	qwen2.5-14b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130742	4934	4934	1.0	1.0	0.6290314411613759	0.6172338446575265	0.6397867941047647
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130273	4926	4934	0.9983785974868261	0.9964127824264583	0.5782376231221451	0.5675909467449354	0.587504223398571
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	129763	4917	4934	0.9965545196595055	0.9925119701396644	0.577284359304757	0.5652931090433233	0.5889319721169678
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	110004	4321	4934	0.8757600324280502	0.8413822643068027	0.47917015997270657	0.46541825527060243	0.493491090397955
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	72614	3191	4934	0.6467369274422375	0.5553991831240153	0.4084316728474044	0.3947687370798321	0.422671126206655
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	23340	1021	4934	0.20693149574381842	0.1785195270073886	0.29546772885708694	0.27116242584954603	0.31881812955782
race	sentence	user	anchor_a	row_pooled	qwen2.5-7b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	128358	4897	4934	0.9925010133765707	0.9817656147221245	0.4106761718337941	0.38969465457196834	0.4310037002371574
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	llama3.1-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	130273	4926	4934	0.9983785974868261	0.9964127824264583	0.6261517377956584	0.6167226280708914	0.6350830151016607
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	129763	4917	4934	0.9965545196595055	0.9925119701396644	0.6263020538895407	0.6154095337965404	0.6363486857048782
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	110004	4321	4934	0.8757600324280502	0.8413822643068027	0.5450295859360261	0.5324210706591974	0.5582057316101721
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	72614	3191	4934	0.6467369274422375	0.5553991831240153	0.4453177472626674	0.4311099607717292	0.4592878298340103
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	23340	1021	4934	0.20693149574381842	0.1785195270073886	0.36013150458470616	0.3380145451132173	0.38342913602030704
race	sentence	user	anchor_a	row_pooled	qwen2.5-14b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	128358	4897	4934	0.9925010133765707	0.9817656147221245	0.43762047545674937	0.41734756289254565	0.457931341371946
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	llama3.3-70b-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	129482	4911	4934	0.9953384677746251	0.9903626990561564	0.8306778521425522	0.8262998768161752	0.8351582088651022
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	109723	4316	4934	0.8747466558573166	0.8392329932232947	0.5513833482525777	0.5404580735670974	0.5621928278324668
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	72314	3185	4934	0.6455208755573572	0.5531045876611953	0.49363980450788864	0.4810633735139512	0.5065650739131409
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	23307	1020	4934	0.20672882042967167	0.17826712150647842	0.3445582708525615	0.32579939938479596	0.3682607184699853
race	sentence	user	anchor_a	row_pooled	llama3.1-70b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	127914	4889	4934	0.9908796108633968	0.978369613437151	0.4650349114653597	0.4447309359985073	0.48458653970519794
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	llama4-maverick-17b-128e-instruct	F_attr_rv	rv	pair_specific_complete_case	130742	109334	4309	4934	0.8733279286582895	0.8362576677731716	0.563441266931135	0.5508182705499524	0.5756159473433387
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	72107	3183	4934	0.6451155249290637	0.5515213167918496	0.4998279356894737	0.4866790975550523	0.5134923100142367
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	23287	1021	4934	0.20693149574381842	0.17811414847562373	0.34489310236148646	0.31897146906766544	0.3679108181506338
race	sentence	user	anchor_a	row_pooled	llama3.3-70b-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	127416	4880	4934	0.9890555330360762	0.97456058496887	0.43205704394952116	0.4101689607623464	0.4519505994768932
race	sentence	user	anchor_a	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4o	F_attr_rv	rv	pair_specific_complete_case	130742	62370	2822	4934	0.5719497365220916	0.4770463967202582	0.40248412287437796	0.3854252041689689	0.41871614019709325
race	sentence	user	anchor_a	row_pooled	llama4-maverick-17b-128e-instruct	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	21855	973	4934	0.19720308066477504	0.16716127946643006	0.2786873428507034	0.25408956439494385	0.3025577840568978
race	sentence	user	anchor_a	row_pooled	llama4-maverick-17b-128e-instruct	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	107964	4288	4934	0.8690717470612079	0.8257790151596274	0.36740209202160706	0.3463380005725752	0.3884116505081076
race	sentence	user	anchor_a	row_pooled	gpt-4o	gpt-4-1	F_attr_rv	rv	pair_specific_complete_case	130742	19488	871	4934	0.17653019862180785	0.149056921264781	0.38032219073353135	0.35458530725709636	0.4068925463672239
race	sentence	user	anchor_a	row_pooled	gpt-4o	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	70921	3161	4934	0.6406566680178354	0.5424500160621682	0.30531069382091514	0.2819623958762491	0.32914444257483444
race	sentence	user	anchor_a	row_pooled	gpt-4-1	gemini-2-5-flash-lite-vertex	F_attr_rv	rv	pair_specific_complete_case	130742	22507	1005	4934	0.20368869071747062	0.172148200272292	0.14213971979863563	0.11920993366500578	0.1663813894397037
